tecnico_id,cliente_id,nivel,experiencia,puntos,calificacion_promedio,servicios_completados,tiempo_promedio_horas,incidentes_reportados,puntos_totales,recomendacion_etiqueta
2,35,3,2712,30554,4.5000000000000000,2,156.0000000000000000,0,0,reto_pendiente
2,46,3,2712,30554,1.5000000000000000,2,312.0000000000000000,0,0,mejorar
2,150,3,2712,30554,3.0000000000000000,3,256.0000000000000000,0,0,mejorar
2,150,3,2712,30554,4.0000000000000000,1,48.0000000000000000,0,0,reto_pendiente
2,150,3,2712,30554,4.0000000000000000,1,144.0000000000000000,0,0,reto_pendiente
2,150,3,2712,30554,3.0000000000000000,1,96.0000000000000000,0,0,mejorar
2,147,3,2712,30554,4.5000000000000000,2,264.0000000000000000,0,0,reto_pendiente
2,147,3,2712,30554,3.0000000000000000,2,204.0000000000000000,0,0,mejorar
2,147,3,2712,30554,4.5000000000000000,2,156.0000000000000000,0,0,reto_pendiente
2,122,3,2712,30554,4.0000000000000000,3,160.0000000000000000,0,0,reto_pendiente
2,122,3,2712,30554,2.5000000000000000,2,180.0000000000000000,0,0,mejorar
2,122,3,2712,30554,3.0000000000000000,1,144.0000000000000000,0,0,mejorar
2,6,3,2712,30554,4.0000000000000000,2,300.0000000000000000,0,0,reto_pendiente
2,196,3,2712,30554,3.5000000000000000,2,252.0000000000000000,0,0,reto_pendiente
2,73,3,2712,30554,4.0000000000000000,1,264.0000000000000000,0,0,reto_pendiente
2,73,3,2712,30554,4.0000000000000000,1,24.0000000000000000,0,0,reto_pendiente
2,73,3,2712,30554,2.0000000000000000,1,120.0000000000000000,0,0,mejorar
2,73,3,2712,30554,3.3333333333333333,3,200.0000000000000000,0,0,mejorar
2,73,3,2712,30554,4.0000000000000000,3,216.0000000000000000,0,0,reto_pendiente
2,173,3,2712,30554,4.5000000000000000,4,168.0000000000000000,0,0,reto_pendiente
2,173,3,2712,30554,4.0000000000000000,1,312.0000000000000000,0,0,reto_pendiente
2,173,3,2712,30554,2.0000000000000000,1,216.0000000000000000,0,0,mejorar
2,173,3,2712,30554,3.7500000000000000,4,174.0000000000000000,0,0,reto_pendiente
2,194,3,2712,30554,3.0000000000000000,1,24.0000000000000000,0,0,mejorar
2,194,3,2712,30554,2.5000000000000000,2,276.0000000000000000,0,0,mejorar
2,194,3,2712,30554,4.2500000000000000,4,144.0000000000000000,0,0,reto_pendiente
2,194,3,2712,30554,1.00000000000000000000,1,312.0000000000000000,0,0,mejorar
2,45,3,2712,30554,1.00000000000000000000,1,72.0000000000000000,0,0,mejorar
2,45,3,2712,30554,3.5000000000000000,2,312.0000000000000000,0,0,reto_pendiente
2,54,3,2712,30554,4.0000000000000000,2,252.0000000000000000,0,0,reto_pendiente
2,36,3,2712,30554,3.5000000000000000,2,204.0000000000000000,0,0,reto_pendiente
2,36,3,2712,30554,3.3333333333333333,3,240.0000000000000000,0,0,mejorar
2,36,3,2712,30554,2.0000000000000000,1,48.0000000000000000,0,0,mejorar
2,55,3,2712,30554,2.3333333333333333,3,168.0000000000000000,0,0,mejorar
2,199,3,2712,30554,2.3333333333333333,3,232.0000000000000000,0,0,mejorar
2,199,3,2712,30554,1.5000000000000000,2,144.0000000000000000,0,0,mejorar
2,39,3,2712,30554,4.5000000000000000,2,108.0000000000000000,0,0,reto_pendiente
2,124,3,2712,30554,3.0000000000000000,1,120.0000000000000000,0,0,mejorar
2,124,3,2712,30554,3.5000000000000000,4,270.0000000000000000,0,0,reto_pendiente
2,124,3,2712,30554,3.3333333333333333,3,184.0000000000000000,0,0,mejorar
2,161,3,2712,30554,4.0000000000000000,3,288.0000000000000000,0,0,reto_pendiente
2,161,3,2712,30554,3.0000000000000000,2,288.0000000000000000,0,0,mejorar
2,161,3,2712,30554,3.7500000000000000,4,126.0000000000000000,0,0,reto_pendiente
2,161,3,2712,30554,4.0000000000000000,2,180.0000000000000000,0,0,reto_pendiente
2,178,3,2712,30554,4.0000000000000000,3,224.0000000000000000,0,0,reto_pendiente
2,145,3,2712,30554,3.0000000000000000,1,48.0000000000000000,0,0,mejorar
2,75,3,2712,30554,4.0000000000000000,1,72.0000000000000000,0,0,reto_pendiente
2,75,3,2712,30554,3.0000000000000000,2,228.0000000000000000,0,0,mejorar
2,149,3,2712,30554,3.5000000000000000,2,264.0000000000000000,0,0,reto_pendiente
2,149,3,2712,30554,4.0000000000000000,1,288.0000000000000000,0,0,reto_pendiente
2,99,3,2712,30554,2.5000000000000000,2,228.0000000000000000,0,0,mejorar
2,177,3,2712,30554,3.6000000000000000,5,249.6000000000000000,0,0,bueno
2,177,3,2712,30554,2.0000000000000000,1,264.0000000000000000,0,0,mejorar
2,21,3,2712,30554,4.0000000000000000,2,144.0000000000000000,0,0,reto_pendiente
2,21,3,2712,30554,2.5000000000000000,4,324.0000000000000000,0,0,mejorar
2,21,3,2712,30554,2.0000000000000000,1,192.0000000000000000,0,0,mejorar
2,21,3,2712,30554,3.0000000000000000,2,336.0000000000000000,0,0,mejorar
2,23,3,2712,30554,4.0000000000000000,1,192.0000000000000000,0,0,reto_pendiente
2,88,3,2712,30554,1.00000000000000000000,1,48.0000000000000000,0,0,mejorar
2,88,3,2712,30554,5.0000000000000000,1,192.0000000000000000,0,0,reto_pendiente
2,88,3,2712,30554,5.0000000000000000,1,264.0000000000000000,0,0,reto_pendiente
2,88,3,2712,30554,2.0000000000000000,1,192.0000000000000000,0,0,mejorar
2,108,3,2712,30554,3.2500000000000000,4,84.0000000000000000,0,0,mejorar
2,108,3,2712,30554,4.0000000000000000,1,288.0000000000000000,0,0,reto_pendiente
2,96,3,2712,30554,4.0000000000000000,4,198.0000000000000000,0,0,reto_pendiente
2,96,3,2712,30554,1.00000000000000000000,1,24.0000000000000000,0,0,mejorar
2,96,3,2712,30554,4.0000000000000000,1,48.0000000000000000,0,0,reto_pendiente
2,134,3,2712,30554,3.6000000000000000,5,244.8000000000000000,0,0,bueno
2,134,3,2712,30554,3.0000000000000000,2,108.0000000000000000,0,0,mejorar
2,159,3,2712,30554,3.0000000000000000,2,228.0000000000000000,0,0,mejorar
2,154,3,2712,30554,4.0000000000000000,3,128.0000000000000000,0,0,reto_pendiente
2,154,3,2712,30554,2.0000000000000000,1,48.0000000000000000,0,0,mejorar
2,154,3,2712,30554,2.0000000000000000,1,216.0000000000000000,0,0,mejorar
2,72,3,2712,30554,4.3333333333333333,3,224.0000000000000000,0,0,reto_pendiente
2,72,3,2712,30554,5.0000000000000000,2,144.0000000000000000,0,0,reto_pendiente
2,48,3,2712,30554,5.0000000000000000,1,144.0000000000000000,0,0,reto_pendiente
2,48,3,2712,30554,2.5000000000000000,2,240.0000000000000000,0,0,mejorar
2,87,3,2712,30554,5.0000000000000000,1,48.0000000000000000,0,0,reto_pendiente
2,52,3,2712,30554,4.0000000000000000,1,264.0000000000000000,0,0,reto_pendiente
2,52,3,2712,30554,2.0000000000000000,1,240.0000000000000000,0,0,mejorar
2,52,3,2712,30554,5.0000000000000000,1,72.0000000000000000,0,0,reto_pendiente
2,123,3,2712,30554,5.0000000000000000,1,360.0000000000000000,0,0,reto_pendiente
2,123,3,2712,30554,2.5000000000000000,2,144.0000000000000000,0,0,mejorar
2,123,3,2712,30554,4.5000000000000000,2,36.0000000000000000,0,0,reto_pendiente
2,123,3,2712,30554,1.6666666666666667,3,88.0000000000000000,0,0,mejorar
2,123,3,2712,30554,4.3333333333333333,3,256.0000000000000000,0,0,reto_pendiente
2,203,3,2712,30554,3.6666666666666667,3,200.0000000000000000,0,0,reto_pendiente
2,203,3,2712,30554,1.00000000000000000000,1,288.0000000000000000,0,0,mejorar
2,203,3,2712,30554,4.0000000000000000,6,192.0000000000000000,0,0,bueno
2,83,3,2712,30554,5.0000000000000000,1,144.0000000000000000,0,0,reto_pendiente
2,175,3,2712,30554,3.0000000000000000,1,264.0000000000000000,0,0,mejorar
2,175,3,2712,30554,2.5000000000000000,2,192.0000000000000000,0,0,mejorar
2,93,3,2712,30554,4.0000000000000000,2,192.0000000000000000,0,0,reto_pendiente
2,151,3,2712,30554,2.0000000000000000,2,192.0000000000000000,0,0,mejorar
2,151,3,2712,30554,3.8000000000000000,5,168.0000000000000000,0,0,bueno
2,151,3,2712,30554,4.0000000000000000,3,176.0000000000000000,0,0,reto_pendiente
2,110,3,2712,30554,3.2500000000000000,4,252.0000000000000000,0,0,mejorar
2,160,3,2712,30554,4.5000000000000000,2,252.0000000000000000,0,0,reto_pendiente
2,43,3,2712,30554,2.7500000000000000,4,168.0000000000000000,0,0,mejorar
2,43,3,2712,30554,2.0000000000000000,1,144.0000000000000000,0,0,mejorar
2,43,3,2712,30554,4.0000000000000000,5,124.8000000000000000,0,0,bueno
2,202,3,2712,30554,2.3333333333333333,3,72.0000000000000000,0,0,mejorar
2,202,3,2712,30554,4.0000000000000000,2,240.0000000000000000,0,0,reto_pendiente
2,202,3,2712,30554,5.0000000000000000,1,48.0000000000000000,0,0,reto_pendiente
2,202,3,2712,30554,3.0000000000000000,2,264.0000000000000000,0,0,mejorar
2,152,3,2712,30554,4.5000000000000000,2,228.0000000000000000,0,0,reto_pendiente
2,152,3,2712,30554,5.0000000000000000,1,312.0000000000000000,0,0,reto_pendiente
2,112,3,2712,30554,3.0000000000000000,1,264.0000000000000000,0,0,mejorar
2,112,3,2712,30554,5.0000000000000000,1,48.0000000000000000,0,0,reto_pendiente
2,112,3,2712,30554,3.5000000000000000,2,228.0000000000000000,0,0,reto_pendiente
2,112,3,2712,30554,4.0000000000000000,1,264.0000000000000000,0,0,reto_pendiente
2,112,3,2712,30554,5.0000000000000000,1,48.0000000000000000,0,0,reto_pendiente
2,69,3,2712,30554,5.0000000000000000,1,264.0000000000000000,0,0,reto_pendiente
2,32,3,2712,30554,2.0000000000000000,3,240.0000000000000000,0,0,mejorar
2,117,3,2712,30554,2.5000000000000000,2,240.0000000000000000,0,0,mejorar
2,13,3,2712,30554,5.0000000000000000,1,336.0000000000000000,0,0,reto_pendiente
2,13,3,2712,30554,4.5000000000000000,2,108.0000000000000000,0,0,reto_pendiente
2,13,3,2712,30554,2.0000000000000000,1,192.0000000000000000,0,0,mejorar
2,13,3,2712,30554,5.0000000000000000,1,240.0000000000000000,0,0,reto_pendiente
2,13,3,2712,30554,5.0000000000000000,1,360.0000000000000000,0,0,reto_pendiente
2,201,3,2712,30554,4.5000000000000000,2,264.0000000000000000,0,0,reto_pendiente
2,201,3,2712,30554,3.0000000000000000,2,60.0000000000000000,0,0,mejorar
2,120,3,2712,30554,3.5000000000000000,2,228.0000000000000000,0,0,reto_pendiente
2,153,3,2712,30554,2.6666666666666667,3,40.0000000000000000,0,0,mejorar
2,153,3,2712,30554,2.5000000000000000,4,180.0000000000000000,0,0,mejorar
2,131,3,2712,30554,3.0000000000000000,1,24.0000000000000000,0,0,mejorar
2,131,3,2712,30554,4.0000000000000000,1,360.0000000000000000,0,0,reto_pendiente
2,131,3,2712,30554,4.5000000000000000,2,156.0000000000000000,0,0,reto_pendiente
2,131,3,2712,30554,4.0000000000000000,2,252.0000000000000000,0,0,reto_pendiente
2,166,3,2712,30554,4.6666666666666667,3,128.0000000000000000,0,0,reto_pendiente
2,166,3,2712,30554,3.5000000000000000,2,120.0000000000000000,0,0,reto_pendiente
2,166,3,2712,30554,3.5000000000000000,2,168.0000000000000000,0,0,reto_pendiente
2,166,3,2712,30554,2.5000000000000000,2,216.0000000000000000,0,0,mejorar
2,204,3,2712,30554,3.0000000000000000,1,96.0000000000000000,0,0,mejorar
2,204,3,2712,30554,5.0000000000000000,2,312.0000000000000000,0,0,reto_pendiente
2,204,3,2712,30554,3.0000000000000000,1,192.0000000000000000,0,0,mejorar
2,204,3,2712,30554,3.0000000000000000,1,192.0000000000000000,0,0,mejorar
2,15,3,2712,30554,2.5000000000000000,2,120.0000000000000000,0,0,mejorar
2,15,3,2712,30554,3.6666666666666667,3,192.0000000000000000,0,0,reto_pendiente
2,51,3,2712,30554,4.0000000000000000,1,216.0000000000000000,0,0,reto_pendiente
2,51,3,2712,30554,1.00000000000000000000,1,96.0000000000000000,0,0,mejorar
2,61,3,2712,30554,3.5000000000000000,2,168.0000000000000000,0,0,reto_pendiente
2,61,3,2712,30554,5.0000000000000000,1,72.0000000000000000,0,0,reto_pendiente
2,61,3,2712,30554,4.0000000000000000,1,264.0000000000000000,0,0,reto_pendiente
2,89,3,2712,30554,3.0000000000000000,2,216.0000000000000000,0,0,mejorar
2,157,3,2712,30554,2.0000000000000000,1,288.0000000000000000,0,0,mejorar
2,20,3,2712,30554,2.6666666666666667,3,192.0000000000000000,0,0,mejorar
2,20,3,2712,30554,2.8000000000000000,5,100.8000000000000000,0,0,mejorar
2,20,3,2712,30554,3.5000000000000000,4,192.0000000000000000,0,0,reto_pendiente
2,105,3,2712,30554,4.0000000000000000,1,120.0000000000000000,0,0,reto_pendiente
2,105,3,2712,30554,2.0000000000000000,3,144.0000000000000000,0,0,mejorar
2,105,3,2712,30554,3.5000000000000000,2,120.0000000000000000,0,0,reto_pendiente
2,25,3,2712,30554,2.0000000000000000,2,192.0000000000000000,0,0,mejorar
2,25,3,2712,30554,3.0000000000000000,2,180.0000000000000000,0,0,mejorar
2,25,3,2712,30554,4.0000000000000000,1,144.0000000000000000,0,0,reto_pendiente
2,25,3,2712,30554,5.0000000000000000,1,192.0000000000000000,0,0,reto_pendiente
2,190,3,2712,30554,4.6666666666666667,3,176.0000000000000000,0,0,reto_pendiente
2,190,3,2712,30554,3.5000000000000000,2,96.0000000000000000,0,0,reto_pendiente
2,190,3,2712,30554,3.2500000000000000,4,204.0000000000000000,0,0,mejorar
2,16,3,2712,30554,3.5000000000000000,2,324.0000000000000000,0,0,reto_pendiente
2,16,3,2712,30554,5.0000000000000000,1,168.0000000000000000,0,0,reto_pendiente
2,98,3,2712,30554,3.0000000000000000,2,72.0000000000000000,0,0,mejorar
2,98,3,2712,30554,2.3333333333333333,3,136.0000000000000000,0,0,mejorar
2,179,3,2712,30554,2.5000000000000000,2,204.0000000000000000,0,0,mejorar
2,179,3,2712,30554,4.2500000000000000,4,162.0000000000000000,0,0,reto_pendiente
2,179,3,2712,30554,2.0000000000000000,2,120.0000000000000000,0,0,mejorar
2,179,3,2712,30554,2.0000000000000000,1,192.0000000000000000,0,0,mejorar
2,179,3,2712,30554,2.0000000000000000,1,48.0000000000000000,0,0,mejorar
2,74,3,2712,30554,4.5000000000000000,2,144.0000000000000000,0,0,reto_pendiente
2,74,3,2712,30554,3.3333333333333333,3,152.0000000000000000,0,0,mejorar
2,136,3,2712,30554,5.0000000000000000,1,24.0000000000000000,0,0,reto_pendiente
2,136,3,2712,30554,4.0000000000000000,3,152.0000000000000000,0,0,reto_pendiente
2,136,3,2712,30554,3.5000000000000000,2,204.0000000000000000,0,0,reto_pendiente
2,91,3,2712,30554,1.5000000000000000,2,276.0000000000000000,0,0,mejorar
2,91,3,2712,30554,2.0000000000000000,1,48.0000000000000000,0,0,mejorar
2,91,3,2712,30554,5.0000000000000000,2,84.0000000000000000,0,0,reto_pendiente
2,168,3,2712,30554,5.0000000000000000,2,228.0000000000000000,0,0,reto_pendiente
2,168,3,2712,30554,5.0000000000000000,1,48.0000000000000000,0,0,reto_pendiente
2,168,3,2712,30554,1.00000000000000000000,1,48.0000000000000000,0,0,mejorar
2,168,3,2712,30554,3.5000000000000000,2,108.0000000000000000,0,0,reto_pendiente
2,70,3,2712,30554,2.0000000000000000,1,360.0000000000000000,0,0,mejorar
2,70,3,2712,30554,2.0000000000000000,1,216.0000000000000000,0,0,mejorar
2,70,3,2712,30554,5.0000000000000000,1,120.0000000000000000,0,0,reto_pendiente
2,71,3,2712,30554,5.0000000000000000,1,312.0000000000000000,0,0,reto_pendiente
2,71,3,2712,30554,5.0000000000000000,1,240.0000000000000000,0,0,reto_pendiente
2,119,3,2712,30554,5.0000000000000000,1,72.0000000000000000,0,0,reto_pendiente
2,119,3,2712,30554,3.5000000000000000,2,96.0000000000000000,0,0,reto_pendiente
2,119,3,2712,30554,2.0000000000000000,1,168.0000000000000000,0,0,mejorar
2,119,3,2712,30554,4.5000000000000000,2,156.0000000000000000,0,0,reto_pendiente
2,119,3,2712,30554,3.0000000000000000,2,180.0000000000000000,0,0,mejorar
2,137,3,2712,30554,4.0000000000000000,1,360.0000000000000000,0,0,reto_pendiente
2,137,3,2712,30554,2.0000000000000000,2,84.0000000000000000,0,0,mejorar
2,7,3,2712,30554,4.0000000000000000,4,174.0000000000000000,0,0,reto_pendiente
2,7,3,2712,30554,4.0000000000000000,3,280.0000000000000000,0,0,reto_pendiente
2,7,3,2712,30554,4.0000000000000000,1,96.0000000000000000,0,0,reto_pendiente
2,7,3,2712,30554,3.6666666666666667,6,200.0000000000000000,0,0,bueno
2,7,3,2712,30554,2.0000000000000000,2,60.0000000000000000,0,0,mejorar
2,113,3,2712,30554,3.7500000000000000,4,138.0000000000000000,0,0,reto_pendiente
2,113,3,2712,30554,4.0000000000000000,1,48.0000000000000000,0,0,reto_pendiente
2,171,3,2712,30554,4.0000000000000000,1,312.0000000000000000,0,0,reto_pendiente
2,86,3,2712,30554,4.0000000000000000,1,216.0000000000000000,0,0,reto_pendiente
2,86,3,2712,30554,2.0000000000000000,1,168.0000000000000000,0,0,mejorar
2,86,3,2712,30554,5.0000000000000000,2,252.0000000000000000,0,0,reto_pendiente
2,133,3,2712,30554,3.0000000000000000,1,264.0000000000000000,0,0,mejorar
2,24,3,2712,30554,5.0000000000000000,1,72.0000000000000000,0,0,reto_pendiente
2,24,3,2712,30554,5.0000000000000000,1,240.0000000000000000,0,0,reto_pendiente
2,24,3,2712,30554,2.5000000000000000,2,312.0000000000000000,0,0,mejorar
2,27,3,2712,30554,4.0000000000000000,2,192.0000000000000000,0,0,reto_pendiente
2,65,3,2712,30554,3.0000000000000000,2,312.0000000000000000,0,0,mejorar
2,65,3,2712,30554,2.0000000000000000,2,72.0000000000000000,0,0,mejorar
2,107,3,2712,30554,4.5000000000000000,2,288.0000000000000000,0,0,reto_pendiente
2,107,3,2712,30554,5.0000000000000000,1,120.0000000000000000,0,0,reto_pendiente
2,33,3,2712,30554,3.0000000000000000,1,216.0000000000000000,0,0,mejorar
2,33,3,2712,30554,5.0000000000000000,1,312.0000000000000000,0,0,reto_pendiente
2,94,3,2712,30554,1.00000000000000000000,1,312.0000000000000000,0,0,mejorar
2,141,3,2712,30554,3.0000000000000000,1,288.0000000000000000,0,0,mejorar
2,85,3,2712,30554,5.0000000000000000,1,48.0000000000000000,0,0,reto_pendiente
2,85,3,2712,30554,3.0000000000000000,1,72.0000000000000000,0,0,mejorar
2,132,3,2712,30554,3.0000000000000000,1,312.0000000000000000,0,0,mejorar
2,132,3,2712,30554,5.0000000000000000,1,336.0000000000000000,0,0,reto_pendiente
2,132,3,2712,30554,3.0000000000000000,1,96.0000000000000000,0,0,mejorar
2,132,3,2712,30554,5.0000000000000000,1,240.0000000000000000,0,0,reto_pendiente
2,132,3,2712,30554,4.5000000000000000,2,60.0000000000000000,0,0,reto_pendiente
2,10,3,2712,30554,3.0000000000000000,2,192.0000000000000000,0,0,mejorar
2,60,3,2712,30554,5.0000000000000000,3,256.0000000000000000,0,0,reto_pendiente
2,60,3,2712,30554,4.0000000000000000,1,336.0000000000000000,0,0,reto_pendiente
2,60,3,2712,30554,2.0000000000000000,1,24.0000000000000000,0,0,mejorar
2,60,3,2712,30554,5.0000000000000000,1,96.0000000000000000,0,0,reto_pendiente
2,183,3,2712,30554,1.00000000000000000000,1,144.0000000000000000,0,0,mejorar
2,38,3,2712,30554,5.0000000000000000,1,312.0000000000000000,0,0,reto_pendiente
2,38,3,2712,30554,4.5000000000000000,4,150.0000000000000000,0,0,reto_pendiente
2,47,3,2712,30554,4.0000000000000000,2,144.0000000000000000,0,0,reto_pendiente
2,40,3,2712,30554,4.5000000000000000,2,348.0000000000000000,0,0,reto_pendiente
2,193,3,2712,30554,5.0000000000000000,1,48.0000000000000000,0,0,reto_pendiente
2,128,3,2712,30554,3.6666666666666667,3,272.0000000000000000,0,0,reto_pendiente
2,128,3,2712,30554,3.0000000000000000,1,168.0000000000000000,0,0,mejorar
2,128,3,2712,30554,3.3333333333333333,3,272.0000000000000000,0,0,mejorar
2,42,3,2712,30554,4.0000000000000000,2,132.0000000000000000,0,0,reto_pendiente
2,198,3,2712,30554,4.0000000000000000,2,192.0000000000000000,0,0,reto_pendiente
2,198,3,2712,30554,3.0000000000000000,2,144.0000000000000000,0,0,mejorar
2,198,3,2712,30554,5.0000000000000000,1,216.0000000000000000,0,0,reto_pendiente
2,198,3,2712,30554,4.0000000000000000,3,160.0000000000000000,0,0,reto_pendiente
2,127,3,2712,30554,4.0000000000000000,1,144.0000000000000000,0,0,reto_pendiente
2,116,3,2712,30554,5.0000000000000000,1,96.0000000000000000,0,0,reto_pendiente
